position,substitute,match_id,player.name,player.id,statistics.totalPass,statistics.accuratePass,statistics.totalLongBalls,statistics.accurateLongBalls,statistics.goalAssist,statistics.accurateOwnHalfPasses,statistics.totalOwnHalfPasses,statistics.accurateOppositionHalfPasses,statistics.totalOppositionHalfPasses,statistics.ballRecovery,statistics.savedShotsFromInsideTheBox,statistics.saves,statistics.minutesPlayed,statistics.touches,statistics.rating,statistics.possessionLostCtrl,statistics.expectedAssists,statistics.ratingVersions.original,statistics.ratingVersions.alternative,statistics.totalShots,statistics.goalsPrevented,statistics.totalCross,statistics.duelWon,statistics.bigChanceMissed,statistics.shotOffTarget,statistics.onTargetScoringAttempt,statistics.hitWoodwork,statistics.outfielderBlock,statistics.interceptionWon,statistics.wasFouled,statistics.totalOffside,statistics.expectedGoals,statistics.expectedGoalsOnTarget,statistics.totalClearance,statistics.keyPass,statistics.aerialLost,statistics.duelLost,statistics.challengeLost,statistics.errorLeadToAGoal,statistics.unsuccessfulTouch,statistics.aerialWon,statistics.fouls,statistics.totalContest,statistics.wonContest,statistics.dispossessed,statistics.blockedScoringAttempt,statistics.totalTackle,statistics.wonTackle,statistics.accurateCross,statistics.bigChanceCreated,statistics.goodHighClaim,statistics.totalKeeperSweeper,statistics.accurateKeeperSweeper,statistics.errorLeadToAShot,statistics.goals,statistics.crossNotClaimed,statistics.punches,statistics.clearanceOffLine,statistics.penaltyWon,statistics.penaltyConceded,statistics.penaltyFaced,statistics.lastManTackle,statistics.penaltyMiss,statistics.penaltySave,statistics.ownGoals
D,False,12437489,Sergi Cardona,986245,26.0,22.0,2.0,1.0,0,11.0,13.0,12.0,16.0,1.0,,,90,59.0,7.5,9.0,0.317849,7.5,7.4,0,,3.0,7.0,,,,,,5.0,2.0,,,,4.0,1.0,,2.0,2.0,,2.0,2.0,,,,,,4.0,3.0,1.0,,,,,,,,,,,,,,,,
M,False,12437489,Nicolas Pépé,593526,17.0,15.0,2.0,2.0,1,9.0,11.0,6.0,7.0,7.0,,,77,31.0,7.3,6.0,0.0356612,7.3,7.3,1,,1.0,5.0,,1.0,,,,,2.0,,0.1756,,,1.0,,1.0,,,2.0,,,2.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,
M,False,12437489,Santi Comesaña,843678,24.0,20.0,3.0,2.0,0,17.0,19.0,3.0,5.0,2.0,,,90,40.0,7.9,5.0,0.132893,7.9,8.3,2,,,2.0,,1.0,1.0,,4.0,,,,0.4551,0.2376,4.0,1.0,,4.0,3.0,,,,,2.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
M,False,12437489,Dani Parejo,39182,22.0,18.0,2.0,,0,14.0,15.0,4.0,7.0,1.0,,,58,33.0,6.7,4.0,0.0033999,6.7,7.1,0,,,6.0,,,,,1.0,,3.0,,,,3.0,,,2.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437489,Yéremy Pino,984624,23.0,16.0,2.0,,1,7.0,9.0,9.0,14.0,7.0,,,64,32.0,7.0,9.0,0.220721,7.0,6.5,1,,,4.0,1.0,1.0,,,,,,,0.1392,,,1.0,1.0,7.0,4.0,,1.0,,1.0,1.0,1.0,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,
F,False,12437489,Alejandro Baena,910031,32.0,23.0,5.0,3.0,0,16.0,20.0,8.0,16.0,2.0,,,90,48.0,6.4,16.0,0.282752,6.4,6.1,1,,4.0,2.0,1.0,1.0,,,,1.0,1.0,,0.2099,,,2.0,,8.0,3.0,,1.0,,3.0,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
F,False,12437489,Ayoze Pérez,345195,2.0,2.0,1.0,1.0,0,,,2.0,2.0,1.0,,,45,10.0,7.1,3.0,0.00458402,7.1,7.5,1,,,,,,1.0,,,1.0,,,0.3051,0.7839,,1.0,2.0,4.0,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,
F,True,12437489,Thierno Barry,1395746,10.0,5.0,2.0,,0,2.0,4.0,3.0,6.0,2.0,,,45,16.0,6.9,8.0,0.151644,6.9,6.7,0,,,5.0,,,,,,,1.0,1.0,,,,,,2.0,,,1.0,3.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
M,True,12437489,Pape Gueye,879694,10.0,5.0,3.0,2.0,0,3.0,5.0,2.0,6.0,1.0,,,32,15.0,6.7,6.0,0.0004606,6.7,6.8,0,,1.0,3.0,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
D,True,12437489,Willy Kambwala,1136721,12.0,9.0,2.0,,0,9.0,11.0,,1.0,3.0,,,26,19.0,6.6,4.0,9.652e-05,6.6,6.8,0,,,1.0,,,,,,,,,,,3.0,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
F,True,12437489,Tajon Buchanan,973290,2.0,2.0,,,0,1.0,1.0,1.0,1.0,,,,26,7.0,7.2,1.0,0.00022495,7.2,7.7,1,,,2.0,,,1.0,,,,1.0,,0.4616,0.2706,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
F,True,12437489,Gerard Moreno,146866,9.0,7.0,,,1,3.0,3.0,4.0,6.0,2.0,,,13,13.0,7.0,4.0,0.147321,7.0,7.0,0,,,1.0,,,,,,,,,,,,2.0,,1.0,,,1.0,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,
G,False,12437499,Ørjan Nyland,22209,29.0,13.0,23.0,7.0,0,9.0,12.0,4.0,17.0,10.0,2.0,4.0,90,39.0,6.8,16.0,0.00311314,6.8,6.2,0,-0.2726,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
D,False,12437499,Juanlu Sánchez,1010655,38.0,31.0,1.0,,0,19.0,20.0,12.0,18.0,4.0,,,77,61.0,6.8,11.0,0.00705474,6.8,6.7,0,,,5.0,,,,,,3.0,1.0,,,,2.0,,1.0,6.0,3.0,,2.0,2.0,,2.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,
D,False,12437499,Loïc Badé,1006489,7.0,6.0,2.0,1.0,0,6.0,6.0,,1.0,1.0,,,12,7.0,3.0,1.0,5.019e-05,3.0,3.0,0,,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437499,Kike Salas,1097719,32.0,27.0,5.0,2.0,0,21.0,24.0,6.0,8.0,6.0,,,90,47.0,7.1,5.0,0.00264501,7.1,6.9,1,,,4.0,,1.0,,,2.0,1.0,1.0,,0.0938,,6.0,,,1.0,1.0,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437499,José Ángel Carmona,1015240,24.0,19.0,2.0,1.0,0,12.0,14.0,8.0,11.0,4.0,,,90,44.0,6.9,9.0,0.119073,6.9,7.0,0,,1.0,7.0,,,,,,2.0,1.0,,,,2.0,1.0,,4.0,1.0,,1.0,,2.0,3.0,2.0,,,4.0,3.0,1.0,,,,,,,,,,,,,,,,
M,False,12437499,Dodi Lukebakio,823631,27.0,23.0,1.0,,0,11.0,12.0,12.0,15.0,3.0,,,45,42.0,6.8,10.0,0.0245032,6.8,6.8,1,,,2.0,,,1.0,,1.0,1.0,,,0.0778,0.6679,,1.0,,4.0,,,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
M,False,12437499,Nemanja Gudelj,68332,20.0,14.0,6.0,2.0,0,11.0,15.0,3.0,5.0,2.0,,,90,30.0,6.7,6.0,0.00147898,6.7,7.1,1,,,3.0,,1.0,,,,2.0,,,0.0188,,4.0,,,1.0,1.0,,,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,
M,False,12437499,Lucien Agoumé,960006,47.0,41.0,4.0,1.0,0,26.0,26.0,15.0,21.0,5.0,,,90,65.0,7.0,11.0,0.0281406,7.0,7.4,0,,,8.0,,,,,,4.0,,,,,2.0,,,5.0,1.0,,2.0,1.0,1.0,4.0,3.0,2.0,,4.0,3.0,,,,,,,,,,,,,,,,,
M,False,12437499,Djibril Sow,799054,35.0,31.0,2.0,2.0,0,16.0,18.0,15.0,17.0,3.0,,,82,47.0,6.8,8.0,0.0157324,6.8,6.7,0,,,4.0,,,,,,1.0,3.0,,,,1.0,,,2.0,,,2.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
F,False,12437499,Suso,96370,30.0,27.0,3.0,3.0,0,10.0,11.0,18.0,22.0,3.0,,,78,44.0,6.7,11.0,0.114457,6.7,6.5,2,,3.0,2.0,,1.0,,,,,2.0,,0.0441,,,1.0,,4.0,,,2.0,,,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
F,False,12437499,Alvaro Garcia-Pascual,1929542,7.0,5.0,,,0,3.0,3.0,2.0,4.0,4.0,,,52,15.0,6.3,4.0,0.00253505,6.3,6.3,1,,,,1.0,1.0,,,,,,1.0,0.277,,2.0,,1.0,4.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
F,True,12437499,Isaac Romero,1018190,,,,,0,,,,,,,,3,1.0,3.1,1.0,,3.1,3.0,0,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
D,True,12437499,Adrià Pedrosa,928672,18.0,16.0,2.0,1.0,0,12.0,12.0,4.0,6.0,3.0,,,38,23.0,6.6,3.0,0.00619116,6.6,6.1,0,,,,,,,,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,True,12437499,Peque Fernández,997033,9.0,9.0,,,0,7.0,7.0,2.0,2.0,,,,13,10.0,6.3,1.0,0.00171284,6.3,6.4,0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
M,True,12437499,Albert Sambi Lokonga,901892,12.0,10.0,,,0,8.0,9.0,2.0,3.0,,,,12,13.0,6.2,3.0,0.00086018,6.2,6.3,0,,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437499,Manu Bueno,1142094,9.0,9.0,,,0,8.0,8.0,1.0,1.0,,,,8,9.0,6.4,,0.00057119,6.4,6.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437499,Andriy Lunin,857574,15.0,13.0,4.0,2.0,0,13.0,14.0,,1.0,4.0,1.0,1.0,90,18.0,7.0,2.0,5.301e-05,7.0,7.2,0,0.6679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437499,Federico Valverde,831808,73.0,68.0,6.0,6.0,0,17.0,17.0,51.0,56.0,7.0,,,90,80.0,7.6,6.0,0.0893798,7.6,7.3,2,,,2.0,,1.0,,,,,,,0.0517,,,2.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
D,False,12437499,Jacobo Ramón,1403348,32.0,26.0,,,0,13.0,17.0,13.0,15.0,3.0,,,90,42.0,6.9,6.0,0.0062371,6.9,7.0,0,,,6.0,,,,,,1.0,1.0,,,,3.0,,3.0,4.0,,,,2.0,2.0,,,,,3.0,1.0,,,,,,1.0,,,,,,,,,,,
D,False,12437499,Jesús Vallejo,355048,21.0,19.0,1.0,,0,8.0,10.0,11.0,11.0,3.0,,,66,27.0,6.8,2.0,0.00602227,6.8,6.7,0,,,,,,,,,2.0,,,,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437499,Fran García,851271,52.0,46.0,2.0,,0,10.0,13.0,36.0,45.0,6.0,,,77,83.0,7.4,14.0,0.0412425,7.4,6.8,0,,6.0,6.0,,,,,,3.0,2.0,,,,3.0,,2.0,5.0,1.0,,,,,3.0,1.0,,,3.0,2.0,,,,,,,,,,,,,,,,,
M,False,12437499,Arda Güler,1091116,43.0,36.0,2.0,1.0,0,7.0,7.0,29.0,38.0,3.0,,,77,53.0,6.9,11.0,0.131878,6.9,6.6,1,,2.0,2.0,,,,,,1.0,,,0.0713,,,1.0,,5.0,1.0,,,,2.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437499,Aurélien Tchouaméni,859025,68.0,63.0,3.0,2.0,0,21.0,23.0,42.0,47.0,8.0,,,90,80.0,7.6,8.0,0.0470184,7.6,7.4,1,,2.0,6.0,,1.0,,,1.0,1.0,1.0,,0.0575,,,,1.0,1.0,,,1.0,1.0,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,
M,False,12437499,Luka Modrić,15466,102.0,93.0,5.0,4.0,1,13.0,13.0,80.0,92.0,4.0,,,90,112.0,8.6,13.0,0.234405,8.6,7.5,1,,3.0,2.0,,,1.0,,,1.0,,,0.0151,0.0716,1.0,6.0,,1.0,,,1.0,,2.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
M,False,12437499,Jude Bellingham,991011,63.0,58.0,3.0,2.0,0,7.0,7.0,51.0,56.0,4.0,,,90,78.0,8.3,7.0,0.217875,8.3,7.3,3,,,7.0,,1.0,2.0,,,,1.0,1.0,1.1339,1.1891,,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,3.0,2.0,,,3.0,,,,,,,,1.0,,,,,,,,,,
F,False,12437499,Endrick,1174937,13.0,12.0,1.0,1.0,0,1.0,1.0,11.0,13.0,3.0,,,58,20.0,6.8,5.0,0.0942261,6.8,6.6,1,,1.0,,,,1.0,,,,,,0.1101,0.2222,,1.0,,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
F,False,12437499,Kylian Mbappé,826643,40.0,36.0,,,0,1.0,1.0,35.0,40.0,,,,90,61.0,7.7,12.0,0.112739,7.7,8.3,7,,1.0,6.0,1.0,2.0,2.0,1.0,,,2.0,,0.5831,0.2445,,,,6.0,,,,,,8.0,4.0,2.0,3.0,,,,,,,,,1.0,,,,,,,,,,
F,True,12437499,Victor Muñoz,1145642,10.0,10.0,,,0,,,11.0,12.0,1.0,,,32,16.0,6.5,5.0,0.25047,6.5,6.4,0,,2.0,,,,,,,,,,,,,1.0,,4.0,,,1.0,,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
F,True,12437499,Gonzalo García,1402716,10.0,9.0,,,1,1.0,1.0,8.0,9.0,1.0,,,24,13.0,7.1,2.0,0.54358,7.1,7.5,0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
D,True,12437499,Lucas Vázquez,255239,9.0,9.0,1.0,1.0,0,6.0,6.0,3.0,3.0,1.0,,,13,10.0,6.6,,0.00101107,6.6,6.8,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
M,True,12437499,Dani Ceballos,547838,21.0,21.0,1.0,1.0,0,1.0,1.0,20.0,20.0,,,,13,23.0,6.8,,0.0149415,6.8,6.7,0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437510,Adrián,50539,27.0,21.0,12.0,6.0,0,18.0,23.0,3.0,4.0,7.0,1.0,1.0,90,31.0,6.5,6.0,0.00104491,6.5,6.2,0,-0.6619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437510,Aitor Ruibal,893062,46.0,39.0,6.0,3.0,0,19.0,22.0,21.0,26.0,2.0,,,90,71.0,6.9,16.0,0.226285,6.9,7.0,0,,2.0,4.0,,,,,,1.0,1.0,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,2.0,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
D,False,12437510,Marc Bartra,99519,42.0,39.0,3.0,2.0,0,28.0,28.0,11.0,14.0,4.0,,,73,54.0,7.1,4.0,0.00783971,7.1,7.4,0,,,3.0,,,,,2.0,2.0,1.0,,,,1.0,,,3.0,1.0,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
D,False,12437510,Natan,1015287,43.0,37.0,5.0,3.0,0,27.0,29.0,10.0,14.0,5.0,,,90,52.0,6.8,7.0,0.0051369,6.8,6.7,0,,,4.0,,,,,,2.0,2.0,,,,2.0,,,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437510,Ricardo Rodríguez,67769,31.0,29.0,,,0,16.0,16.0,13.0,15.0,6.0,,,77,46.0,6.9,8.0,0.0106272,6.9,6.8,1,,,,,1.0,,1.0,,2.0,,,0.027,,,,,2.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
M,False,12437510,Pablo Fornals,816763,60.0,49.0,3.0,1.0,0,26.0,28.0,23.0,33.0,9.0,,,90,72.0,7.3,15.0,0.054665,7.3,6.9,1,,1.0,3.0,,1.0,,,1.0,1.0,,,0.0922,,1.0,1.0,2.0,3.0,,,2.0,,1.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
M,False,12437510,Sergi Altimira,1137814,63.0,56.0,3.0,3.0,0,29.0,32.0,27.0,31.0,8.0,,,90,77.0,7.1,8.0,0.0133647,7.1,6.8,1,,,5.0,,1.0,,,,3.0,,,0.0219,,2.0,,2.0,3.0,,,1.0,,1.0,1.0,1.0,,,4.0,2.0,,,,,,1.0,,,,,,,,,,,
M,False,12437510,Antony,958380,40.0,36.0,1.0,1.0,0,7.0,8.0,29.0,34.0,7.0,,,90,64.0,8.0,14.0,0.201671,8.0,7.7,2,,2.0,8.0,,1.0,1.0,,,1.0,2.0,,0.1125,0.8464,,3.0,2.0,11.0,1.0,,3.0,,3.0,4.0,1.0,2.0,,5.0,4.0,,,,,,,1.0,,,,,,,,,,
M,False,12437510,Isco,103417,44.0,38.0,6.0,4.0,1,15.0,16.0,26.0,31.0,4.0,,,73,64.0,8.2,11.0,0.330167,8.2,7.3,3,,3.0,5.0,,1.0,2.0,,,2.0,2.0,,0.1307,0.0906,,5.0,2.0,5.0,1.0,,2.0,,,3.0,2.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,
M,False,12437510,Jesús Rodriguez,1800245,16.0,13.0,,,0,3.0,3.0,10.0,14.0,4.0,,,60,27.0,6.3,9.0,0.0148835,6.3,6.4,1,,1.0,,,,,,,,,,0.0271,,,,,4.0,,,1.0,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,
F,False,12437510,Cucho Hernández,887055,13.0,11.0,,,0,2.0,3.0,9.0,11.0,,,,60,24.0,6.7,9.0,0.0486142,6.7,6.3,2,,1.0,1.0,,2.0,,,,,,2.0,0.0317,,,1.0,,3.0,,,3.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
F,True,12437510,Abdessamad Ezzalzouli,1011375,13.0,10.0,,,0,2.0,3.0,8.0,11.0,2.0,,,30,17.0,6.4,5.0,0.00464933,6.4,6.3,2,,1.0,1.0,1.0,,1.0,,,,,1.0,0.3931,0.6323,,,1.0,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
F,True,12437510,Cédric Bakambu,115665,8.0,6.0,,,0,3.0,3.0,3.0,5.0,3.0,,,30,12.0,6.7,3.0,0.00119619,6.7,6.5,1,,,1.0,,1.0,,,,,1.0,1.0,0.0716,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
D,True,12437510,Nobel Mendy,1458073,12.0,9.0,4.0,3.0,0,5.0,6.0,4.0,6.0,1.0,,,17,14.0,6.5,3.0,0.00250128,6.5,6.3,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437510,William Carvalho,137978,20.0,16.0,1.0,1.0,0,5.0,7.0,11.0,13.0,,,,17,21.0,6.6,5.0,0.398836,6.6,6.8,0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
D,True,12437510,Romain Perraud,827519,9.0,9.0,,,0,5.0,5.0,4.0,4.0,1.0,,,13,18.0,6.8,2.0,0.00112339,6.8,6.8,0,,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437510,Giorgi Mamardashvili,930997,29.0,23.0,12.0,6.0,0,21.0,24.0,2.0,5.0,6.0,2.0,3.0,90,38.0,7.0,6.0,0.00084469,7.0,7.1,0,0.5693,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
D,False,12437510,Cristhian Mosquera,1144630,51.0,42.0,5.0,1.0,0,23.0,27.0,19.0,25.0,5.0,,,90,76.0,7.3,13.0,0.00922235,7.3,7.6,0,,1.0,5.0,,,,,2.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,
D,False,12437510,César Tárrega,996928,72.0,59.0,11.0,5.0,0,49.0,57.0,10.0,15.0,5.0,,,90,80.0,6.4,13.0,0.0056542,6.4,6.4,0,,,1.0,,,,,,1.0,,,,,3.0,,,3.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437510,Mouctar Diakhaby,797306,50.0,43.0,2.0,,0,30.0,33.0,13.0,17.0,4.0,,,90,64.0,7.1,8.0,0.00490911,7.1,6.8,1,,,7.0,,1.0,,,,1.0,2.0,,0.1834,,6.0,,,1.0,,,,2.0,,,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,
D,False,12437510,Jesús Vázquez,996929,35.0,29.0,1.0,,0,13.0,15.0,17.0,22.0,5.0,,,90,62.0,6.7,11.0,0.038223,6.7,6.8,0,,2.0,8.0,,,,,,3.0,1.0,,,,2.0,,,5.0,,,,2.0,1.0,5.0,2.0,1.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,
M,False,12437510,Javier Guerra,1122610,66.0,59.0,7.0,5.0,0,36.0,38.0,23.0,28.0,7.0,,,68,76.0,7.0,10.0,0.0348639,7.0,6.6,2,,,3.0,,1.0,,,,1.0,,,0.1347,,,1.0,,4.0,2.0,,,,,2.0,,,1.0,3.0,3.0,,1.0,,,,1.0,,,,,,,,,,,
M,False,12437510,Enzo Barrenechea,1087316,72.0,70.0,10.0,8.0,0,34.0,34.0,36.0,38.0,5.0,,,90,81.0,7.2,4.0,0.0394571,7.2,7.1,1,,,1.0,,1.0,,,,1.0,,,0.0212,,,1.0,,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
M,False,12437510,Fran Pérez,966637,23.0,20.0,1.0,1.0,0,8.0,9.0,12.0,17.0,4.0,,,56,34.0,6.5,10.0,0.0117258,6.5,6.4,1,,3.0,2.0,,1.0,,,,,1.0,,0.0279,,,,,3.0,,,1.0,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,
M,False,12437510,André Almeida,845693,54.0,47.0,1.0,,1,15.0,18.0,32.0,40.0,4.0,,,84,64.0,7.1,11.0,0.139211,7.1,6.9,1,,4.0,3.0,,,,,,,1.0,,0.0153,,,1.0,,3.0,3.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437510,Diego López,998950,38.0,30.0,,,0,11.0,15.0,20.0,24.0,2.0,,,68,50.0,6.7,11.0,0.111408,6.7,6.5,1,,1.0,3.0,1.0,,,,,1.0,1.0,,0.2771,,,3.0,1.0,4.0,1.0,,2.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
F,False,12437510,Umar Sadiq,754710,9.0,6.0,,,0,3.0,4.0,3.0,5.0,,,,56,15.0,6.4,5.0,0.00225226,6.4,6.3,0,,,1.0,,,,,,,1.0,2.0,,,,,,2.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
F,True,12437510,Luis Rioja,900433,18.0,12.0,1.0,,0,2.0,3.0,11.0,16.0,3.0,,,34,24.0,7.0,8.0,0.252108,7.0,7.2,0,,1.0,4.0,,,,,,,,1.0,,,,1.0,,1.0,,,2.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
F,True,12437510,Hugo Duro,909119,7.0,3.0,,,0,1.0,2.0,2.0,5.0,1.0,,,34,8.0,6.6,4.0,0.00209841,6.6,6.4,0,,,1.0,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
M,True,12437510,Iván Jaime,951986,9.0,2.0,2.0,1.0,0,1.0,2.0,1.0,7.0,3.0,,,22,17.0,6.6,11.0,0.00109373,6.6,6.5,1,,,2.0,,,1.0,,,,,,0.016,0.1742,,,,4.0,,,1.0,,1.0,1.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,
F,True,12437510,Rafa Mir,825754,6.0,3.0,1.0,,0,1.0,1.0,2.0,5.0,1.0,,,22,10.0,7.2,4.0,0.00320149,7.2,7.3,1,,,1.0,,,1.0,,,1.0,,,0.0985,0.1639,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
M,True,12437510,Pepelu,826948,3.0,3.0,,,0,1.0,1.0,2.0,2.0,,,,13,7.0,6.8,,0.00060319,6.8,6.9,0,,,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
G,False,12437506,Andriy Lunin,857574,16.0,14.0,3.0,1.0,0,14.0,15.0,,1.0,2.0,1.0,1.0,90,23.0,7.0,4.0,4.612e-05,7.0,7.2,0,0.3546,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
D,False,12437506,Lucas Vázquez,255239,45.0,40.0,,,0,17.0,18.0,23.0,29.0,5.0,,,77,61.0,7.0,11.0,0.0386847,7.0,6.7,1,,2.0,1.0,,,,,1.0,,,,0.0609,,2.0,,,2.0,,,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
D,False,12437506,Aurélien Tchouaméni,859025,30.0,29.0,1.0,,0,12.0,12.0,17.0,18.0,2.0,,,56,36.0,6.8,1.0,0.00478755,6.8,6.8,1,,,2.0,,1.0,,,,1.0,1.0,,0.0791,,3.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437506,Raúl Asencio,1156645,41.0,41.0,1.0,1.0,0,17.0,17.0,24.0,24.0,4.0,,,90,50.0,7.7,,0.0113068,7.7,7.2,1,,,2.0,,,1.0,,1.0,2.0,,,0.0472,0.0146,2.0,1.0,,2.0,,,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437506,Fran García,851271,64.0,55.0,1.0,1.0,0,7.0,9.0,49.0,58.0,1.0,,,90,81.0,7.2,15.0,0.0637992,7.2,6.7,1,,3.0,5.0,,,,,,,,1.0,0.0195,,1.0,1.0,,7.0,4.0,,2.0,1.0,1.0,1.0,,1.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,
M,False,12437506,Luka Modrić,15466,116.0,107.0,8.0,5.0,0,22.0,23.0,87.0,100.0,2.0,,,87,133.0,7.6,18.0,0.206016,7.6,7.4,0,,7.0,2.0,,,,,,1.0,1.0,,,,,2.0,,4.0,,,,,1.0,2.0,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,
